gene	chromosome	arm
SNRPFP2	1	p
ENSG00000223624	1	p
ENSG00000283938	1	p
MIR3917	1	p
ENSG00000199385	1	p
RNU6-369P	1	p
ENSG00000263381	1	p
MIR5584	1	p
ENSG00000264294	1	p
SNORD55	1	p
ENSG00000200913	1	p
SNORD46	1	p
ENSG00000202031	1	p
SNORD38A	1	p
ENSG00000207421	1	p
SNORD38B	1	p
ENSG00000281859	1	p
ENSG00000234093	1	p
RPS15AP11	1	p
ENSG00000202444	1	p
RNU5E-6P	1	p
ENSG00000226499	1	p
ENSG00000253039	1	p
RNA5SP47	1	p
ENSG00000229815	1	p
CCNB1IP1P1	1	p
ENSG00000232369	1	p
PPIAP35	1	p
ENSG00000268949	1	p
MRPS17P1	1	p
ENSG00000234315	1	p
OSTCP5	1	p
ENSG00000229519	1	p
ENSG00000230735	1	p
ENSG00000226394	1	p
ENSG00000237200	1	p
ZBTB40-IT1	1	p
ENSG00000276835	1	p
MIR6127	1	p
ENSG00000265422	1	p
MIR4684	1	p
ENSG00000223776	1	q
LGALS8-AS1	1	q
ENSG00000273058	1	q
ENSG00000230325	1	q
ENSG00000226498	1	q
RPSAP21	1	q
ENSG00000237991	1	q
RPL35P1	1	q
ENSG00000244020	1	q
MT1HL1	1	q
ENSG00000288099	1	q
ENSG00000225886	1	p
ENSG00000206767	1	p
RNU6-949P	1	p
ENSG00000226662	1	p
CHMP1AP1	1	p
ENSG00000207095	1	p
RNU6-424P	1	p
ENSG00000231344	1	p
ENSG00000230833	1	p
RPEP3	1	p
ENSG00000269971	1	p
ENSG00000270031	1	p
ENSG00000223062	1	p
RNU6-1245P	1	p
ENSG00000286433	1	p
ENSG00000252947	1	p
SCARNA1	1	p
ENSG00000223643	1	p
ENSG00000230239	1	p
PDE4DIPP9	1	p
ENSG00000263811	1	p
MIR3675	1	p
ENSG00000277234	1	p
RNU1-5P	1	p
ENSG00000235241	1	p
ENSG00000282843	1	p
ENSG00000266634	1	p
MIR3972	1	p
ENSG00000199459	1	p
ENSG00000273264	1	p
ENSG00000282057	1	p
ENSG00000199934	1	p
SNORD81	1	p
ENSG00000226643	1	q
ENSG00000234419	1	q
CICP13	1	q
ENSG00000276997	1	q
ENSG00000222399	1	q
RNU6-791P	1	q
ENSG00000267305	1	q
ENSG00000229399	1	q
ENSG00000272750	1	q
ENSG00000234523	1	q
NDUFB1P2	1	q
ENSG00000233708	1	p
ENSG00000225099	1	p
ATP6V1E1P1	1	p
ENSG00000284138	1	p
ATP6V0CP4	1	p
ENSG00000207256	1	p
RNU6-880P	1	p
ENSG00000283136	1	p
ENSG00000277513	1	p
ENSG00000226967	1	q
HAUS4P1	1	q
ENSG00000229570	1	p
GAPDHP58	1	p
ENSG00000226443	1	p
GAPDHP32	1	p
ENSG00000249798	1	p
HSD3BP3	1	p
ENSG00000239873	1	p
GAPDHP27	1	p
ENSG00000240244	1	p
GAPDHP33	1	p
ENSG00000260941	1	p
LINC00622	1	p
ENSG00000198857	1	p
HSD3BP5	1	p
ENSG00000227205	1	p
PFN1P9	1	p
ENSG00000226446	1	p
NOTCH2P1	1	p
ENSG00000134249	1	p
ADAM30	1	p
ENSG00000241992	1	p
RN7SL831P	1	p
ENSG00000137970	1	p
RPL7P9	1	p
ENSG00000223229	1	p
RN7SKP270	1	p
ENSG00000226973	1	p
ENSG00000274468	1	p
ENSG00000266075	1	p
RN7SL574P	1	p
ENSG00000272153	1	p
ENSG00000230026	1	q
ENSG00000229795	1	q
RPS21P1	1	q
ENSG00000238236	1	q
MTCYBP14	1	q
ENSG00000235638	1	q
MTND6P14	1	q
ENSG00000231199	1	q
MTND5P19	1	q
ENSG00000226663	1	q
MTND4P10	1	q
ENSG00000231582	1	q
MTND4LP21	1	q
ENSG00000232714	1	q
MTND3P8	1	q
ENSG00000235761	1	q
MTCO3P46	1	q
ENSG00000270710	1	q
ENSG00000227236	1	q
ENSG00000276584	1	q
MIR6737	1	q
ENSG00000282386	1	q
ENSG00000273026	1	q
ENSG00000285641	1	q
ENSG00000231416	1	q
ENSG00000200220	1	q
RNU6-179P	1	q
ENSG00000231837	1	q
RPS7P2	1	q
ENSG00000263987	1	q
MIR5698	1	q
ENSG00000223254	1	p
ENSG00000226653	1	q
OR13Z1P	1	q
ENSG00000207209	1	q
ENSG00000272443	1	q
OR13Z2P	1	q
ENSG00000272480	1	q
OR13Z3P	1	q
ENSG00000207080	1	q
ENSG00000231791	1	q
ENSG00000244568	1	q
RN7SL654P	1	q
ENSG00000230470	1	q
ENSG00000232036	1	q
ENSG00000215381	1	p
RPL29P6	1	p
ENSG00000284726	1	p
ENSG00000201405	1	p
ENSG00000271420	1	p
ENSG00000232482	1	p
SSBP1P2	1	p
ENSG00000285779	1	q
ENSG00000270780	1	p
RPL13AP10	1	p
ENSG00000232895	1	p
ENSG00000273698	1	p
MRPL57P1	1	p
ENSG00000273112	1	q
ENSG00000173110	1	q
HSPA6	1	q
ENSG00000224203	1	q
RPS23P10	1	q
ENSG00000231586	1	q
RPS23P9	1	q
ENSG00000143105	1	p
KCNA10	1	p
ENSG00000199710	1	p
ENSG00000237415	1	p
NRBF2P3	1	p
ENSG00000232791	1	p
OR11I1P	1	p
ENSG00000279774	1	q
ENSG00000286486	1	q
ENSG00000244066	1	q
RN7SL148P	1	q
ENSG00000287531	1	q
ENSG00000283701	1	q
MIR555	1	q
ENSG00000207134	1	q
RNU6-106P	1	q
ENSG00000227773	1	q
ASH1L-IT1	1	q
ENSG00000207144	1	q
RNU6-1297P	1	q
ENSG00000237872	1	q
POU5F1P4	1	q
ENSG00000271267	1	q
ENSG00000225082	1	q
DAP3P1	1	q
ENSG00000223503	1	q
ENSG00000235089	1	p
ENSG00000285179	1	p
ENSG00000223026	1	p
RN7SKP247	1	p
ENSG00000202167	1	q
RNU1-114P	1	q
ENSG00000207349	1	q
RNVU1-17	1	q
ENSG00000252826	1	q
RNVU1-23	1	q
ENSG00000206737	1	q
RNVU1-18	1	q
ENSG00000242352	1	q
FAM91A3P	1	q
ENSG00000270962	1	q
ENSG00000252105	1	q
RNU1-143P	1	q
ENSG00000237503	1	q
UBE2D4P2	1	q
ENSG00000276674	1	q
IGKV1OR1-1	1	q
ENSG00000244457	1	q
ENO1P1	1	q
ENSG00000274975	1	p
MIR6735	1	p
ENSG00000229348	1	p
HYI-AS1	1	p
ENSG00000264293	1	p
RN7SL657P	1	p
ENSG00000272455	1	p
MRPL20-DT	1	p
ENSG00000215915	1	p
ATAD3C	1	p
ENSG00000236085	1	p
ACTG1P4	1	p
ENSG00000199672	1	q
RNU4-21P	1	q
ENSG00000201492	1	q
RNA5SP78	1	q
ENSG00000213028	1	q
KIAA1191P3	1	q
ENSG00000225984	1	q
HMGB1P26	1	q
ENSG00000178828	1	p
RNF186	1	p
ENSG00000188784	1	p
PLA2G2E	1	p
ENSG00000242688	1	p
RN7SL304P	1	p
ENSG00000177186	1	q
OR2M7	1	q
ENSG00000177174	1	q
OR14C36	1	q
ENSG00000162456	1	p
KNCN	1	p
ENSG00000227163	1	p
ENSG00000271647	1	p
KRT8P47	1	p
ENSG00000239560	1	p
RN7SL479P	1	p
ENSG00000196539	1	q
OR2T3	1	q
ENSG00000203661	1	q
OR2T5	1	q
ENSG00000271934	1	q
OR2AS2P	1	q
ENSG00000227102	1	q
OR2AS1P	1	q
ENSG00000183310	1	q
OR2T34	1	q
ENSG00000201602	1	q
ENSG00000271701	1	q
ENSG00000187238	1	q
LCE3B	1	q
ENSG00000185962	1	q
LCE3A	1	q
ENSG00000159455	1	q
LCE2B	1	q
ENSG00000187173	1	q
LCE2A	1	q
ENSG00000204501	1	p
PRAMEF15	1	p
ENSG00000228229	1	p
ENSG00000204481	1	p
PRAMEF14	1	p
ENSG00000204479	1	p
PRAMEF17	1	p
ENSG00000224678	1	p
GAPDHP46	1	p
ENSG00000233401	1	p
PRKAR1AP1	1	p
ENSG00000273487	1	p
ENSG00000226773	1	p
ENSG00000274481	1	p
SRXN1P2	1	p
ENSG00000228594	1	p
FNDC10	1	p
ENSG00000268575	1	p
ENSG00000230942	1	q
HMGN1P5	1	q
ENSG00000186306	1	q
OR10T2	1	q
ENSG00000203758	1	q
OR10T1P	1	q
ENSG00000236257	1	q
EI24P2	1	q
ENSG00000198703	1	q
OR10R3P	1	q
ENSG00000227445	1	q
OR10R1P	1	q
ENSG00000231434	1	q
HSP90AA3P	1	q
ENSG00000229635	1	p
ENSG00000207379	1	p
ENSG00000212601	1	p
RNA5SP53	1	p
ENSG00000224114	1	q
ENSG00000199349	1	q
ENSG00000271680	1	q
ENSG00000226945	1	q
RPL13AP8	1	q
ENSG00000198890	1	p
PRMT6	1	p
ENSG00000224550	1	p
COXFA4P1	1	p
ENSG00000225854	1	p
ENSG00000241745	1	p
RN7SL788P	1	p
ENSG00000228407	1	p
ENSG00000223429	1	p
ENSG00000224255	1	p
PDCL3P6	1	p
ENSG00000236004	1	p
ENSG00000237663	1	p
DNAJC19P7	1	p
ENSG00000213735	1	p
ANAPC10P1	1	p
ENSG00000272100	1	p
ENSG00000272226	1	p
ENSG00000270598	1	q
ENSG00000223570	1	q
ENSG00000236773	1	q
ENSG00000201898	1	q
SNORA72	1	q
ENSG00000221406	1	q
MIR320B2	1	q
ENSG00000229742	1	q
ENSG00000206887	1	q
RNU6-1008P	1	q
ENSG00000266618	1	q
MIR4742	1	q
ENSG00000229991	1	q
AKR1B1P1	1	q
ENSG00000234247	1	q
DNAJB6P6	1	q
ENSG00000237624	1	p
OXCT2P1	1	p
ENSG00000201457	1	p
SNORA55	1	p
ENSG00000225903	1	p
ENSG00000225333	1	p
CCDC25P1	1	p
ENSG00000252413	1	p
RNU7-121P	1	p
ENSG00000236994	1	q
YBX1P9	1	q
ENSG00000275406	1	q
ENSG00000270287	1	q
ENSG00000229965	1	q
RPS3AP7	1	q
ENSG00000223282	1	q
RN7SKP165	1	q
ENSG00000177770	1	q
CDKN2AIPNLP1	1	q
ENSG00000283933	1	q
MIR6878	1	q
ENSG00000264553	1	q
MIR4257	1	q
ENSG00000277452	1	q
RN7SL473P	1	q
ENSG00000274963	1	q
RN7SL600P	1	q
ENSG00000253047	1	q
ENSG00000276103	1	q
ENSG00000206931	1	q
RNU6-1042P	1	q
ENSG00000236713	1	q
ENSG00000224690	1	q
UBE2D3P3	1	q
ENSG00000203804	1	q
ADAMTSL4-AS1	1	q
ENSG00000276255	1	q
LINC02809	1	q
ENSG00000284163	1	q
MIR3620	1	q
ENSG00000224566	1	q
CIAO2AP2	1	q
ENSG00000287895	1	q
ENSG00000280157	1	q
ENSG00000227625	1	q
ENSG00000162913	1	q
OBSCN-AS1	1	q
ENSG00000269934	1	q
ENSG00000270110	1	q
OBSCN-AS2	1	q
ENSG00000286773	1	q
ENSG00000287315	1	q
ENSG00000270104	1	q
ENSG00000284311	1	q
MIR6742	1	q
ENSG00000230841	1	q
RPL23AP15	1	q
ENSG00000266174	1	q
MIR4666A	1	q
ENSG00000279306	1	q
ENSG00000202056	1	q
RNA5SP19	1	q
ENSG00000251823	1	q
RNA5SP162	1	q
ENSG00000234917	1	p
ENSG00000227312	1	p
ENSG00000239106	1	p
ENSG00000250135	1	p
ENSG00000224066	1	p
IQCC-AS1	1	p
ENSG00000277617	1	p
ENSG00000252450	1	p
ENSG00000162526	1	p
TSSK3	1	p
ENSG00000206651	1	q
ENSG00000252777	1	p
ENSG00000233427	1	p
ENSG00000199756	1	p
ENSG00000225616	1	p
ENSG00000206704	1	p
ENSG00000277958	1	p
ENSG00000225750	1	p
ENSG00000277916	1	p
ENSG00000237934	1	p
ENSG00000286231	1	q
ENSG00000221571	1	q
RNU6ATAC35P	1	q
ENSG00000276642	1	q
ENSG00000272823	1	q
ENSG00000238078	1	q
LINC01352	1	q
ENSG00000260505	1	q
ENSG00000235163	1	q
RPL7AP81	1	q
ENSG00000234863	1	q
ENSG00000226226	1	q
PRELID3BP1	1	q
ENSG00000243872	1	q
RN7SL464P	1	q
ENSG00000236535	1	q
RC3H1-IT1	1	q
ENSG00000225713	1	q
RPL30P1	1	q
ENSG00000215867	1	p
KRT18P57	1	p
ENSG00000201028	1	p
RNU6-151P	1	p
ENSG00000284830	1	p
ENSG00000232558	1	p
KCND3-IT1	1	p
ENSG00000237556	1	p
KCND3-AS1	1	p
ENSG00000228548	1	q
ITPKB-AS1	1	q
ENSG00000238183	1	q
RPS27P5	1	q
ENSG00000228525	1	q
ENSG00000233706	1	q
ENSG00000287532	1	q
ENSG00000270149	1	q
ENSG00000232879	1	q
GLRX5P2	1	q
ENSG00000238934	1	q
ENSG00000235549	1	p
EIF1P2	1	p
ENSG00000206654	1	p
RNU6-608P	1	p
ENSG00000222378	1	p
RNA5SP44	1	p
ENSG00000287422	1	p
ENSG00000226438	1	p
ENSG00000217897	1	p
HSPE1P8	1	p
ENSG00000288674	1	q
ENSG00000228625	1	q
ENSG00000261654	1	p
ENSG00000225672	1	p
CCNT2P1	1	p
ENSG00000252760	1	p
RNA5SP54	1	p
ENSG00000272982	1	p
ENSG00000273221	1	p
ENSG00000238365	1	q
RNU7-57P	1	q
ENSG00000237920	1	q
ENSG00000226855	1	q
RPSAP17	1	q
ENSG00000228264	1	q
PSMD8P1	1	q
ENSG00000284710	1	p
ENSG00000288670	1	q
ENSG00000200175	1	q
RNU6-1309P	1	q
ENSG00000229357	1	q
CYCSP51	1	q
ENSG00000248642	1	q
OR10J2P	1	q
ENSG00000248442	1	q
OR10J7P	1	q
ENSG00000251686	1	q
OR10J8P	1	q
ENSG00000249197	1	q
OR10J9P	1	q
ENSG00000288636	1	p
ENSG00000234379	1	p
HMGB1P48	1	p
ENSG00000225447	1	p
RPS15AP10	1	p
ENSG00000234329	1	p
RPL7AP16	1	p
ENSG00000230896	1	p
ENSG00000227000	1	p
HSPD1P14	1	p
ENSG00000217644	1	p
ENSG00000276645	1	p
ENSG00000278997	1	p
ENSG00000279179	1	p
ENSG00000284721	1	p
ENSG00000225934	1	q
FAM133FP	1	q
ENSG00000215812	1	q
ZNF847P	1	q
ENSG00000230005	1	q
SNAP47-AS1	1	q
ENSG00000274178	1	p
PRAMEF28P	1	p
ENSG00000274764	1	p
PRAMEF27	1	p
ENSG00000277862	1	p
PRAMEF34P	1	p
ENSG00000236179	1	p
PRAMEF35P	1	p
ENSG00000275774	1	p
HNRNPCL2	1	p
ENSG00000233336	1	p
ENSG00000179412	1	p
HNRNPCL4	1	p
ENSG00000202385	1	p
ENSG00000234518	1	p
PTGES3P1	1	p
ENSG00000277058	1	p
HNRNPCL3	1	p
ENSG00000238015	1	p
ENSG00000235400	1	p
ENSG00000254942	1	p
ENSG00000206832	1	p
RNU6V	1	p
ENSG00000225113	1	p
ENSG00000284443	1	p
MIR197	1	p
ENSG00000228703	1	p
AMPD2-AS1	1	p
ENSG00000235045	1	p
RPL7P8	1	p
ENSG00000073756	1	q
PTGS2	1	q
ENSG00000228040	1	p
ENSG00000229020	1	p
AKR7A2P1	1	p
ENSG00000272512	1	p
ENSG00000231702	1	p
ENSG00000242590	1	p
ENSG00000256407	1	p
ENSG00000198711	1	p
SSBP3-AS1	1	p
ENSG00000237173	1	p
ENSG00000227453	1	p
HNRNPA1P63	1	p
ENSG00000232964	1	q
LINC01737	1	q
ENSG00000235817	1	q
ENSG00000202063	1	q
RNA5SP79	1	q
ENSG00000287395	1	q
ENSG00000240502	1	q
RN7SL837P	1	q
ENSG00000287064	1	q
ENSG00000233647	1	p
NENFP1	1	p
ENSG00000236476	1	p
ENSG00000199595	1	q
ENSG00000241347	1	q
RN7SL466P	1	q
ENSG00000236809	1	q
SNX25P1	1	q
ENSG00000238137	1	q
ARPC3P2	1	q
ENSG00000223649	1	q
ENSG00000261314	1	q
ENSG00000224763	1	q
FDPSP8	1	q
ENSG00000181227	1	p
DLSTP1	1	p
ENSG00000206620	1	p
SNORD45C	1	p
ENSG00000207241	1	p
SNORD45A	1	p
ENSG00000201487	1	p
SNORD45B	1	p
ENSG00000057468	1	p
MSH4	1	p
ENSG00000207139	1	q
ENSG00000213046	1	q
EEF1A1P32	1	q
ENSG00000235582	1	q
ENSG00000233040	1	q
FAM204BP	1	q
ENSG00000287113	1	p
ENSG00000283836	1	p
MIR6734	1	p
ENSG00000224727	1	q
FCF1P7	1	q
ENSG00000265201	1	q
MIR4677	1	q
ENSG00000236031	1	q
ENSG00000226766	1	q
FABP7P1	1	q
ENSG00000232184	1	q
ENSG00000228939	1	q
AKT3-IT1	1	q
ENSG00000260460	1	q
ENSG00000272068	1	q
BCAN-AS1	1	q
ENSG00000237588	1	q
ENSG00000287624	1	q
ENSG00000265538	1	p
MIR4421	1	p
ENSG00000275816	1	p
MIR6500	1	p
ENSG00000200262	1	p
ENSG00000213478	1	p
CFL1P2	1	p
ENSG00000233406	1	p
ENSG00000232027	1	p
PSMD7P2	1	p
ENSG00000206595	1	p
RNU6-877P	1	p
ENSG00000252032	1	p
RNU6-1281P	1	p
ENSG00000285268	1	p
ENSG00000234711	1	p
TUBB8P11	1	p
ENSG00000283040	1	p
ENSG00000237330	1	p
RNF223	1	p
ENSG00000223823	1	p
LINC01342	1	p
ENSG00000272141	1	p
ENSG00000239794	1	p
RN7SL653P	1	p
ENSG00000241073	1	p
SLC71A1-AS1	1	p
ENSG00000226952	1	p
ENSG00000271415	1	p
RPL23AP90	1	p
ENSG00000225169	1	p
BRI3P1	1	p
ENSG00000230287	1	p
ENSG00000207750	1	p
MIR553	1	p
ENSG00000203325	1	p
ENSG00000266203	1	p
MIR5585	1	p
ENSG00000276493	1	p
ENSG00000231346	1	p
LINC01160	1	p
ENSG00000206680	1	p
SNORD21	1	p
ENSG00000207523	1	p
SNORA66	1	p
ENSG00000207022	1	p
ENSG00000252121	1	p
RNU6-970P	1	p
ENSG00000239710	1	p
RN7SL692P	1	p
ENSG00000287797	1	p
ENSG00000252752	1	p
RNU6-210P	1	p
ENSG00000222664	1	p
RN7SKP123	1	p
ENSG00000251837	1	p
ENSG00000235432	1	p
ENSG00000251914	1	p
RNU7-200P	1	p
ENSG00000221808	1	p
MIR1256	1	p
ENSG00000233072	1	p
RPS15AP6	1	p
ENSG00000236073	1	p
ENSG00000235112	1	p
HSPE1P27	1	p
ENSG00000287192	1	p
ENSG00000231105	1	p
ECE1-AS1	1	p
ENSG00000251789	1	q
RNU4-57P	1	q
ENSG00000178395	1	q
CCDC185	1	q
ENSG00000206835	1	q
RNU1-74P	1	q
ENSG00000237324	1	p
ENSG00000233894	1	p
ENSG00000162621	1	p
LRRC53	1	p
ENSG00000272864	1	p
ENSG00000259030	1	p
FPGT-TNNI3K	1	p
ENSG00000215909	1	p
BRWD1P1	1	p
ENSG00000222952	1	p
RNA5SP41	1	p
ENSG00000237445	1	p
ENSG00000253085	1	p
ENSG00000199352	1	q
RNA5S1	1	q
ENSG00000201588	1	q
RNA5S2	1	q
ENSG00000199337	1	q
RNA5S3	1	q
ENSG00000200381	1	q
RNA5S4	1	q
ENSG00000199396	1	q
RNA5S5	1	q
ENSG00000200624	1	q
RNA5S6	1	q
ENSG00000202521	1	q
RNA5S7	1	q
ENSG00000200343	1	q
RNA5S8	1	q
ENSG00000201321	1	q
RNA5S9	1	q
ENSG00000199910	1	q
RNA5S10	1	q
ENSG00000199334	1	q
RNA5S11	1	q
ENSG00000199270	1	q
RNA5S12	1	q
ENSG00000202526	1	q
RNA5S13	1	q
ENSG00000201355	1	q
RNA5S14	1	q
ENSG00000201925	1	q
RNA5S15	1	q
ENSG00000202257	1	q
RNA5S16	1	q
ENSG00000200370	1	q
RNA5S17	1	q
ENSG00000212237	1	q
RNA5SP18	1	q
ENSG00000183929	1	q
DUSP5P1	1	q
ENSG00000206878	1	q
ENSG00000284964	1	q
ENSG00000206828	1	q
RNVU1-30	1	q
ENSG00000284842	1	q
FAM91A2P	1	q
ENSG00000275229	1	q
RNU1-68P	1	q
ENSG00000226500	1	q
UBE2D4P1	1	q
ENSG00000183598	1	q
H3C13	1	q
ENSG00000184260	1	q
H2AC20	1	q
ENSG00000184270	1	q
H2AC21	1	q
ENSG00000231333	1	q
RPL34P6	1	q
ENSG00000170128	1	q
GPR25	1	q
ENSG00000201032	1	q
RNU6-704P	1	q
ENSG00000226970	1	p
NEDD8P1	1	p
ENSG00000199959	1	p
ENSG00000285361	1	p
ENSG00000228153	1	q
ENSG00000252650	1	q
RNA5SP75	1	q
ENSG00000251861	1	q
ENSG00000287197	1	q
ENSG00000229657	1	q
RPL13AP11	1	q
ENSG00000174529	1	q
TMEM81	1	q
ENSG00000271580	1	q
ENSG00000223306	1	q
RNU6-1304P	1	q
ENSG00000234112	1	q
LEFTY3P	1	q
ENSG00000242861	1	q
ENSG00000255835	1	q
ENSG00000284519	1	q
MIR6741	1	q
ENSG00000248322	1	q
ENSG00000213032	1	q
NDUFA3P3	1	q
ENSG00000253086	1	p
RNU6-537P	1	p
ENSG00000272432	1	p
ENSG00000261349	1	p
ENSG00000259984	1	p
ENSG00000238084	1	p
ENSG00000199840	1	q
ENSG00000211581	1	q
MIR765	1	q
ENSG00000266160	1	q
RN7SL612P	1	q
ENSG00000252317	1	q
ENSG00000233519	1	q
ENSG00000224359	1	q
ENSG00000226014	1	q
ENSG00000231440	1	q
ENSG00000228844	1	q
ENSG00000251750	1	q
RNU5F-8P	1	q
ENSG00000234872	1	q
ENSG00000187862	1	q
TTC24	1	q
ENSG00000203663	1	q
OR2L2	1	q
ENSG00000198128	1	q
OR2L3	1	q
ENSG00000171180	1	q
OR2M4	1	q
ENSG00000204505	1	p
PRAMEF9	1	p
ENSG00000177151	1	q
OR2T35	1	q
ENSG00000180708	1	q
OR10K2	1	q
ENSG00000179023	1	p
KLHDC7A	1	p
ENSG00000250734	1	q
ENSG00000236940	1	q
ENSG00000232937	1	q
ENSG00000269489	1	q
ENSG00000213171	1	q
LINGO4	1	q
ENSG00000196407	1	q
THEM5	1	q
ENSG00000223810	1	q
KRT8P28	1	q
ENSG00000229713	1	q
LCEP2	1	q
ENSG00000233819	1	q
LCEP1	1	q
ENSG00000240386	1	q
LCE1F	1	q
ENSG00000172155	1	q
LCE1D	1	q
ENSG00000236274	1	p
ENSG00000186603	1	p
HPDL	1	p
ENSG00000197454	1	q
OR2L5	1	q
ENSG00000252506	1	q
RNU6-180P	1	q
ENSG00000252051	1	q
RN7SKP276	1	q
ENSG00000230331	1	q
ENSG00000226920	1	q
ENSG00000279667	1	p
ENSG00000238186	1	p
ENSG00000286838	1	p
ENSG00000236505	1	p
ENSG00000229820	1	p
DNAJC8P4	1	p
ENSG00000221216	1	p
RNU6ATAC27P	1	p
ENSG00000242125	1	p
SNHG3	1	p
ENSG00000274266	1	p
SNORA73A	1	p
ENSG00000200087	1	p
SNORA73B	1	p
ENSG00000231468	1	p
PRDX3P2	1	p
ENSG00000279443	1	p
ENSG00000221539	1	p
SNORD99	1	p
ENSG00000278274	1	p
SNORA61	1	p
ENSG00000273544	1	p
SNORA44	1	p
ENSG00000280498	1	p
SNORA16A	1	p
ENSG00000274582	1	p
ENSG00000270103	1	p
ENSG00000225522	1	q
ENSG00000219133	1	q
RPL21P19	1	q
ENSG00000280924	1	q
LINC00628	1	q
ENSG00000237848	1	q
ENSG00000236779	1	q
ENSG00000200408	1	q
RNA5SP74	1	q
ENSG00000240219	1	q
LRRN2-AS1	1	q
ENSG00000228729	1	q
ENSG00000236636	1	q
UBA5P1	1	q
ENSG00000287525	1	q
ENSG00000233940	1	p
RPL12P45	1	p
ENSG00000228348	1	p
EFCAB14P1	1	p
ENSG00000201868	1	p
ENSG00000240374	1	p
RN7SL503P	1	p
ENSG00000201542	1	p
SNORA62	1	p
ENSG00000233125	1	p
ACTBP12	1	p
ENSG00000242764	1	p
RN7SL824P	1	p
ENSG00000223787	1	p
ENSG00000229992	1	p
HMGB3P9	1	p
ENSG00000201317	1	p
RNU4-59P	1	p
ENSG00000225505	1	p
ENSG00000234202	1	p
H3P3	1	p
ENSG00000223896	1	p
CCNJP2	1	p
ENSG00000279111	1	q
OR10X1	1	q
ENSG00000187701	1	q
OR2T27	1	q
ENSG00000231237	1	q
OR6K1P	1	q
ENSG00000203757	1	q
OR6K3	1	q
ENSG00000229724	1	q
OR2AQ1P	1	q
ENSG00000180409	1	q
OR10AA1P	1	q
ENSG00000196266	1	q
OR10J3	1	q
ENSG00000196772	1	q
OR14A16	1	q
ENSG00000232908	1	q
HSD17B7P1	1	q
ENSG00000197591	1	q
OR11L1	1	q
ENSG00000238243	1	q
OR2W3	1	q
ENSG00000177275	1	q
OR2AJ1	1	q
ENSG00000226191	1	q
CLK3P2	1	q
ENSG00000224830	1	q
OR2X1P	1	q
ENSG00000279263	1	q
OR2L8	1	q
ENSG00000197532	1	q
OR6Y1	1	q
ENSG00000234512	1	p
TLR12P	1	p
ENSG00000235907	1	p
ENSG00000198104	1	q
OR2T6	1	q
ENSG00000177233	1	q
OR2M1P	1	q
ENSG00000162727	1	q
OR2M5	1	q
ENSG00000198601	1	q
OR2M2	1	q
ENSG00000239428	1	q
GM2AP2	1	q
ENSG00000234333	1	q
CYCSP53	1	q
ENSG00000270620	1	p
ENSG00000234607	1	p
ENSG00000231353	1	p
ENSG00000275503	1	p
ENSG00000224966	1	p
TBC1D3P6	1	p
ENSG00000233078	1	p
ENSG00000285986	1	q
ENSG00000177462	1	q
OR2T8	1	q
ENSG00000278480	1	p
ZBTB2P1	1	p
ENSG00000236045	1	p
ENSG00000169214	1	q
OR6F1	1	q
ENSG00000239395	1	q
ENSG00000153230	1	q
OR14K1	1	q
ENSG00000177201	1	q
OR2T12	1	q
ENSG00000177212	1	q
OR2T33	1	q
ENSG00000242769	1	p
RN7SL432P	1	p
ENSG00000201900	1	p
RNY1P13	1	p
ENSG00000182783	1	q
OR2T29	1	q
ENSG00000278267	1	p
MIR6859-1	1	p
ENSG00000284332	1	p
MIR1302-2	1	p
ENSG00000186092	1	p
OR4F5	1	p
ENSG00000239945	1	p
ENSG00000233750	1	p
CICP27	1	p
ENSG00000222623	1	p
RNU6-1100P	1	p
ENSG00000241599	1	p
ENSG00000188558	1	q
OR2G6	1	q
ENSG00000197437	1	q
OR13G1	1	q
ENSG00000221888	1	q
OR1C1	1	q
ENSG00000228198	1	q
OR2M3	1	q
ENSG00000184022	1	q
OR2T10	1	q
ENSG00000197403	1	q
OR6N1	1	q
ENSG00000279301	1	q
OR2T11	1	q
ENSG00000198967	1	q
OR10Z1	1	q
ENSG00000163554	1	q
SPTA1	1	q
ENSG00000229051	1	p
LINC01788	1	p
ENSG00000207721	1	p
MIR186	1	p
ENSG00000226324	1	p
ENSG00000231985	1	p
ENSG00000271618	1	p
ENSG00000259357	1	q
CERS2-AS1	1	q
ENSG00000200759	1	q
RNU6-884P	1	q
ENSG00000162783	1	q
IER5	1	q
ENSG00000229022	1	q
RPL6P3	1	q
ENSG00000235990	1	q
RPL23AP20	1	q
ENSG00000196289	1	q
BECN2	1	q
ENSG00000213026	1	q
CFL1P4	1	q
ENSG00000224625	1	q
TUBB8P6	1	q
ENSG00000277099	1	q
ENSG00000264720	1	p
MIR3117	1	p
ENSG00000248458	1	p
ENSG00000231080	1	p
ENSG00000229400	1	q
CNIH3-AS1	1	q
ENSG00000286719	1	q
ENSG00000120337	1	q
TNFSF18	1	q
ENSG00000212916	1	q
MAP10	1	q
ENSG00000196944	1	q
OR2T4	1	q
ENSG00000172410	1	p
INSL5	1	p
ENSG00000186440	1	q
OR6P1	1	q
ENSG00000197241	1	p
SLC2A7	1	p
ENSG00000196171	1	q
OR6K2	1	q
ENSG00000187170	1	q
LCE4A	1	q
ENSG00000226029	1	p
LINC01772	1	p
ENSG00000277344	1	p
RNU1-6P	1	p
ENSG00000225710	1	p
PDE4DIPP8	1	p
